workerid,actor_coords,trial_num,sentence_0,sentence_1,pear_coords,layout,target_0,target_1
23,"""[0.5 0.5]""",19,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 5]_[2 0]""",0.71,0.29
23,"""[9.5 9.5]""",20,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 7]_[1 0]""",0.35,0.75
23,"""[0.5 0.5]""",21,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 9]_[2 0]""",0.56,0.29
23,"""[0.5 0.5]""",22,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 9]_[2 0]""",0.74,0.27
23,"""[0.5 0.5]""",23,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 7]_[3 0]""",0.99,0.01
23,"""[0.5 0.5]""",24,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 9]_[1 0]""",0.28,0.11
23,"""[0.5 0.5]""",25,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 9]_[1 0]""",0.37,0.08
23,"""[0.5 9.5]""",26,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 9]_[3 0]""",0.97,0.02
23,"""[0.5 9.5]""",27,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 5]_[3 0]""",0.99,0.01
24,"""[0.5 0.5]""",1,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 7]_[1 0]""",0.56,0.32
24,"""[9.5 0.5]""",2,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 9]_[2 0]""",0.9,0.53
24,"""[0.5 9.5]""",3,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 7]_[2 0]""",0.85,0.46
24,"""[9.5 9.5]""",4,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 5]_[3 0]""",0.95,0.55
24,"""[9.5 0.5]""",5,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 9]_[3 0]""",0.99,0.52
24,"""[9.5 9.5]""",6,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 5]_[2 0]""",0.6,0.19
24,"""[9.5 9.5]""",7,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 5]_[2 0]""",0.69,0.07
24,"""[9.5 0.5]""",8,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 5]_[3 0]""",0.98,0.63
24,"""[9.5 9.5]""",9,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 7]_[1 0]""",0.55,0.28
24,"""[9.5 0.5]""",10,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 5]_[2 0]""",0.76,0.46
24,"""[9.5 9.5]""",11,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 7]_[3 0]""",1,0
24,"""[9.5 9.5]""",12,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 9]_[3 0]""",0.97,0.16
24,"""[9.5 0.5]""",13,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 9]_[2 0]""",0.72,0.3
24,"""[0.5 9.5]""",14,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 9]_[1 0]""",0.44,0.22
24,"""[9.5 9.5]""",15,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 7]_[3 0]""",1,0.4
24,"""[0.5 9.5]""",16,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 7]_[3 0]""",0.99,0.34
24,"""[0.5 9.5]""",17,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 5]_[1 0]""",0.59,0.23
24,"""[9.5 9.5]""",18,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 7]_[2 0]""",0.5,0.14
24,"""[9.5 9.5]""",19,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 7]_[1 0]""",0.21,0.7
24,"""[9.5 0.5]""",20,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 9]_[2 0]""",0.5,0.32
24,"""[0.5 0.5]""",21,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 7]_[2 0]""",0.47,0.49
24,"""[9.5 0.5]""",22,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 9]_[3 0]""",0.58,0.44
24,"""[9.5 0.5]""",23,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 9]_[1 0]""",0.95,0.38
24,"""[0.5 9.5]""",24,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 5]_[3 0]""",1,0.06
24,"""[0.5 9.5]""",25,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 5]_[1 0]""",0.52,0.12
24,"""[0.5 9.5]""",26,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 9]_[1 0]""",0.41,0.08
24,"""[0.5 9.5]""",27,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 5]_[1 0]""",0.4,0.09
25,"""[9.5 9.5]""",1,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 5]_[3 0]""",0.84,0.31
25,"""[9.5 0.5]""",2,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 7]_[1 0]""",0.72,0.36
25,"""[0.5 0.5]""",3,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 7]_[3 0]""",1,0.34
25,"""[9.5 9.5]""",4,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 7]_[2 0]""",0.77,0.61
25,"""[0.5 9.5]""",5,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 5]_[3 0]""",0.83,0.28
25,"""[0.5 9.5]""",6,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 9]_[2 0]""",0.76,0.64
25,"""[9.5 0.5]""",7,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 5]_[3 0]""",0.79,0.45
25,"""[0.5 9.5]""",8,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 9]_[1 0]""",0.63,0.78
25,"""[0.5 0.5]""",9,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 9]_[1 0]""",0.62,0.87
25,"""[0.5 9.5]""",10,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 9]_[2 0]""",0.75,0.43
25,"""[0.5 9.5]""",11,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 5]_[1 0]""",0.54,0.87
25,"""[0.5 0.5]""",12,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 9]_[3 0]""",0.82,0.33
25,"""[0.5 0.5]""",13,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 9]_[1 0]""",0.59,0.83
25,"""[9.5 9.5]""",14,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 7]_[3 0]""",0.73,0.29
25,"""[9.5 0.5]""",15,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 5]_[2 0]""",0.74,0.54
25,"""[9.5 0.5]""",16,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 9]_[2 0]""",0.74,0.56
25,"""[0.5 0.5]""",17,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 7]_[2 0]""",0.73,0.55
25,"""[9.5 0.5]""",18,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 9]_[3 0]""",0.77,0.2
25,"""[0.5 9.5]""",19,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 7]_[1 0]""",0.71,0.64
25,"""[9.5 0.5]""",20,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 5]_[2 0]""",0.79,0.54
25,"""[9.5 0.5]""",21,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 5]_[1 0]""",0.35,0.53
25,"""[0.5 0.5]""",22,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 5]_[2 0]""",0.67,0.24
25,"""[0.5 9.5]""",23,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 9]_[3 0]""",0.7,0.24
25,"""[0.5 9.5]""",24,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 7]_[3 0]""",0.81,0.2
25,"""[0.5 9.5]""",25,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 5]_[1 0]""",0.6,0.67
25,"""[9.5 0.5]""",26,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[7 7]_[2 0]""",0.7,0.47
25,"""[0.5 0.5]""",27,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 7]_[1 0]""",0.47,0.85
26,"""[9.5 0.5]""",1,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 9]_[2 0]""",1,0.03
26,"""[0.5 0.5]""",2,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 5]_[1 0]""",0.89,0.89
26,"""[0.5 0.5]""",3,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 5]_[2 0]""",0.99,0.03
26,"""[9.5 9.5]""",4,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 9]_[1 0]""",0.87,0.88
26,"""[0.5 9.5]""",5,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 9]_[3 0]""",0.99,0.01
26,"""[9.5 0.5]""",6,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[5 5]_[1 0]""",0.86,0.86
26,"""[0.5 9.5]""",7,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 9]_[3 0]""",0.99,0.02
26,"""[9.5 9.5]""",8,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 7]_[2 0]""",0.92,0.07
26,"""[9.5 9.5]""",9,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[9 7]_[2 0]""",0.89,0.08
26,"""[9.5 9.5]""",10,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 5]_[3 0]""",0.98,0.03
26,"""[0.5 0.5]""",11,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 7]_[2 0]""",0.9,0.06
26,"""[0.5 9.5]""",12,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[9 5]_[3 0]""",0.99,0
26,"""[0.5 0.5]""",13,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[5 7]_[3 0]""",1,0.01
26,"""[9.5 9.5]""",14,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 7]_[3 0]""",0.99,0.02
26,"""[9.5 0.5]""",15,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 0.5]""","""[9 5]_[2 0]""",0.91,0.07
26,"""[0.5 0.5]""",16,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 9]_[1 0]""",0.9,0.91
26,"""[0.5 0.5]""",17,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[9 9]_[3 0]""",0.98,0.02
26,"""[0.5 9.5]""",18,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 9]_[1 0]""",0.91,0.89
26,"""[9.5 9.5]""",19,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[7 9]_[2 0]""",0.91,0.08
26,"""[0.5 9.5]""",20,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[7 7]_[1 0]""",0.89,0.89
26,"""[0.5 0.5]""",21,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[0.5 9.5]""","""[7 5]_[1 0]""",0.89,0.89
26,"""[0.5 9.5]""",22,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 9.5]""","""[5 9]_[2 0]""",0.91,0.1
26,"""[9.5 9.5]""",23,"""How much does this farmer think that hikers like pomegranates?""","""How cooperative does this farmer think hikers are?""","""[9.5 0.5]""","""[5 7]_[1 0]""",0.91,0.91
